Class,PK_CountLineCode,PK_CountLineCodeDecl,PK_CountLineCodeExe,PK_AvgLineCode,PK_AvgLineCodeDecl,PK_AvgLineCodeExe,PK_MaxLineCode,PK_MaxLineCodeDecl,PK_MaxLineCodeExe,PK_MinLineCode,PK_MinLineCodeDecl,PK_MinLineCodeExe,PK_SDLineCode,PK_SDLineCodeDecl,PK_SDLineCodeExe,PK_CountStmt,PK_CountStmtDecl,PK_CountStmtExe,PK_AvgStmt,PK_AvgStmtDecl,PK_AvgStmtExe,PK_MaxStmt,PK_MaxStmtDecl,PK_MaxStmtExe,PK_MinStmt,PK_MinStmtDecl,PK_MinStmtExe,PK_SDStmt,PK_SDStmtDecl,PK_SDStmtExe,PK_CountDeclClassMethod,PK_CountDeclClassVariable,PK_CountDeclInstanceMethod,PK_CountDeclInstanceVariable,PK_PKNOMNAMM,PK_CountDeclClass,PK_CountDeclFile,PK_SumCyclomatic,PK_SumCyclomaticModified,PK_SumCyclomaticStrict,PK_SumEssential,PK_MaxCyclomatic,PK_MaxCyclomaticModified,PK_MaxCyclomaticStrict,PK_MaxEssential,PK_AvgCyclomatic,PK_AvgCyclomaticModified,PK_AvgCyclomaticStrict,PK_AvgEssential,PK_MinCyclomatic,PK_MinCyclomaticModified,PK_MinCyclomaticStrict,PK_MinEssential,PK_SDCyclomatic,PK_SDCyclomaticModified,PK_SDCyclomaticStrict,PK_SDEssential,PK_MaxNesting,PK_MinNesting,PK_AvgNesting,PK_SDNesting,PK_CountDeclMethodDefault,PK_CountDeclMethodPrivate,PK_CountDeclMethodProtected,PK_CountDeclMethodPublic,PK_PKNOAMM,PK_PKNOI,PK_PKNOAC,CSLEX_NumberOfTokens,CSLEX_NumberOfUniqueTokens,CSLEX_NumberOfIdentifies,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfKeywords,CSLEX_NumberOfUniqueKeywords,CSLEX_NumberOfAssignments,CSLEX_NumberOfOperatorsWithoutAssignments,CSLEX_NumberOfUniqueOperators,CSLEX_NumberOfSemicolons,CSLEX_NumberOfDots,CSLEX_NumberOfReturnAndPrintStatements,CSLEX_NumberOfConditionalJumpStatements,CSLEX_NumberOfUnConditionalJumpStatements,CSLEX_NumberOfExceptionStatements,CSLEX_NumberOfNewStatements,CSLEX_NumberOfSuperStatements,CSORD_CountLineCode,CSORD_CountLineCodeDecl,CSORD_CountLineCodeExe,CSORD_AvgLineCode,CSORD_AvgLineCodeDecl,CSORD_AvgLineCodeExe,CSORD_MaxLineCode,CSORD_MaxLineCodeDecl,CSORD_MaxLineCodeExe,CSORD_MinLineCode,CSORD_MinLineCodeDecl,CSORD_MinLineCodeExe,CSORD_SDLineCode,CSORD_SDLineCodeDecl,CSORD_SDLineCodeExe,CSORD_LogLineCode,CSORD_LogLineCodeDecl,CSORD_LogLineCodeExe,CSORD_CountLineCodeNAMM,CSORD_CountLineCodeDeclNAMM,CSORD_CountLineCodeExeNAMM,CSORD_AvgLineCodeNAMM,CSORD_AvgLineCodeDeclNAMM,CSORD_AvgLineCodeExeNAMM,CSORD_MaxLineCodeNAMM,CSORD_MaxLineCodeDeclNAMM,CSORD_MaxLineCodeExeNAMM,CSORD_MinLineCodeNAMM,CSORD_MinLineCodeDeclNAMM,CSORD_MinLineCodeExeNAMM,CSORD_SDLineCodeNAMM,CSORD_SDLineCodeDeclNAMM,CSORD_SDLineCodeExeNAMM,CSORD_LogStmt,CSORD_LogStmtDecl,CSORD_LogStmtExe,CSORD_CountStmt,CSORD_CountStmtDecl,CSORD_CountStmtExe,CSORD_AvgStmt,CSORD_AvgStmtDecl,CSORD_AvgStmtExe,CSORD_MaxStmt,CSORD_MaxStmtDecl,CSORD_MaxStmtExe,CSORD_MinStmt,CSORD_MinStmtDecl,CSORD_MinStmtExe,CSORD_SDStmt,CSORD_SDStmtDecl,CSORD_SDStmtExe,CSORD_CountStmtNAMM,CSORD_CountStmtDeclNAMM,CSORD_CountStmtExeNAMM,CSORD_AvgStmtNAMM,CSORD_AvgStmtDeclNAMM,CSORD_AvgStmtExeNAMM,CSORD_MaxStmtNAMM,CSORD_MaxStmtDeclNAMM,CSORD_MaxStmtExeNAMM,CSORD_MinStmtNAMM,CSORD_MinStmtDeclNAMM,CSORD_MinStmtExeNAMM,CSORD_SDStmtNAMM,CSORD_SDStmtDeclNAMM,CSORD_SDStmtExeNAMM,CSORD_CountDeclClassMethod,CSORD_CountDeclClassVariable,CSORD_CountDeclInstanceMethod,CSORD_CountDeclInstanceVariable,CSORD_CSNOMNAMM,CSORD_SumCSNOP,CSORD_MaxCSNOP,CSORD_MinCSNOP,CSORD_AvgCSNOP,CSORD_SDCSNOP,CSORD_SumCSNOPNAMM,CSORD_MaxCSNOPNAMM,CSORD_MinCSNOPNAMM,CSORD_AvgCSNOPNAMM,CSORD_SDCSNOPNAMM,CSORD_SumCyclomatic,CSORD_SumCyclomaticModified,CSORD_SumCyclomaticStrict,CSORD_SumEssential,CSORD_MaxCyclomatic,CSORD_MaxCyclomaticModified,CSORD_MaxCyclomaticStrict,CSORD_MaxEssential,CSORD_AvgCyclomatic,CSORD_AvgCyclomaticModified,CSORD_AvgCyclomaticStrict,CSORD_AvgEssential,CSORD_MinCyclomatic,CSORD_MinCyclomaticModified,CSORD_MinCyclomaticStrict,CSORD_MinEssential,CSORD_SDCyclomatic,CSORD_SDCyclomaticModified,CSORD_SDCyclomaticStrict,CSORD_SDEssential,CSORD_LogCyclomatic,CSORD_LogCyclomaticStrict,CSORD_LogCyclomaticModified,CSORD_LogEssential,CSORD_SumCyclomaticNAMM,CSORD_SumCyclomaticModifiedNAMM,CSORD_SumCyclomaticStrictNAMM,CSORD_SumEssentialNAMM,CSORD_MaxCyclomaticNAMM,CSORD_MaxCyclomaticModifiedNAMM,CSORD_MaxCyclomaticStrictNAMM,CSORD_MaxEssentialNAMM,CSORD_AvgCyclomaticNAMM,CSORD_AvgCyclomaticModifiedNAMM,CSORD_AvgCyclomaticStrictNAMM,CSORD_AvgEssentialNAMM,CSORD_MinCyclomaticNAMM,CSORD_MinCyclomaticModifiedNAMM,CSORD_MinCyclomaticStrictNAMM,CSORD_MinEssentialNAMM,CSORD_SDCyclomaticNAMM,CSORD_SDCyclomaticModifiedNAMM,CSORD_SDCyclomaticStrictNAMM,CSORD_SDEssentialNAMM,CSORD_MaxNesting,CSORD_MinNesting,CSORD_AvgNesting,CSORD_SDNesting,CSORD_PercentLackOfCohesion,CSORD_CountClassCoupled,CSORD_RFC,CSORD_FANIN,CSORD_FANOUT,CSORD_ATFD,CSORD_CFNAMM,CSORD_DAC,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodPrivate,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodPublic,CSORD_CSNOAMM,CSORD_MaxInheritanceTree,CSORD_CountClassDerived,CSORD_CountClassBase,CSORD_NIM,CSORD_NMO,CSORD_NOII,CSORD_SumCountPath,CSORD_MinCountPath,CSORD_MaxCountPath,CSORD_AvgCountPath,CSORD_SDCountPath,CSORD_SumCountPathLog,CSORD_MinCountPathLog,CSORD_MaxCountPathLog,CSORD_AvgCountPathLog,CSORD_SDCountPathLog,CSORD_SumKnots,CSORD_MinKnots,CSORD_MaxKnots,CSORD_AvgKnots,CSORD_SDKnots,CSORD_NumberOfClassConstructors,CSORD_NumberOfDepends,CSORD_NumberOfDependsBy,CSORD_NumberOfMethods,Label_LineCoverage,Label_BranchCoverage,Tests,Label_Combine1
net.sourceforge.squirrel_sql.client.session.mainpanel.overview.datascale.DataScaleButton,1979,518,833,10,18.0,36.21739130434783,175,35,84,4,2,0,49.45166244641889,10.479794223004657,24.86652459369061,1109,532,577,18.608695652173914,18.608695652173914,25.08695652173913,93,41,61,2,2,0,28.470327471137377,11.735265064103313,17.88347073472732,5,9,182,63,64,44,23,347,319,377,229,13,9,13,4,1,1,2,1,0,0,0,0,8.494187938435278,7.257614474735768,8.670834148991634,5.521567953526101,4,0,1.3043478260869563,0.9971604296678012,17,33,0,137,73,2,1,68,34,16,15,7,6,0,1,1,0,9,0,0,0,0,0,0,6,2,0,3,1.0,0.0,3,1,0,3,1,0,0.0,0.0,0.0,0.6020599913279624,0.3010299956639812,0.0,3,1,0,3.0,1.0,0.0,3,1,0,3,1,0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.0,2,2,0,1.0,1.0,0.0,1,1,0,1,1,0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0,1,1,0,1,1,0,0.0,0.0,0.0,0,0,1,0,0,2,2,2,2.0,0.0,2,2,2,2.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,806,0,79,1,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,1,100.0,100.0,1.0,100.0
net.sourceforge.squirrel_sql.client.session.parser.kernel.ErrorStream,3274,575,1871,14,33.4375,116.9375,1736,169,932,3,1,0,421.12882159144607,45.946937806017075,230.7237170161533,2370,547,1823,31.6875,31.6875,113.9375,950,153,797,1,1,0,249.68802409206575,43.334049473249095,216.40456001145168,2,121,216,68,147,26,15,838,612,926,285,155,90,155,39,4,3,4,1,0,0,0,0,93.57080791438108,79.07114577233594,100.53511124850858,30.048853451504602,5,0,1.125,1.9324531042175384,31,112,20,55,24,5,1,3988,409,620,136,365,16,163,320,3,334,130,1,3,158,1,1,0,212,23,186,33,1.6666666666666667,30.16666666666667,163,3,159,3,1,1,58.32095106677646,0.7453559924999299,57.75931863248466,2.298853076409708,1.0413926851582251,2.2600713879850747,198,10,181,33.0,1.6666666666666667,30.16666666666667,163,3,159,3,1,1,58.32095106677646,0.7453559924999299,57.75931863248466,2.5276299008713385,1.0,2.515873843711679,344,17,327,56.0,1.5,54.5,314,2,312,2,1,1,115.41374845889608,0.5,115.18065520448013,336,9,327,56.0,1.5,54.5,314,2,312,2,1,1,115.41374845889608,0.5,115.18065520448013,0,5,6,2,5,11,4,0,1.8333333333333333,1.5723301886761007,11,4,0,1.8333333333333333,1.5723301886761007,162,9,162,6,155,2,155,1,27,1,27,1,1,1,1,1,57.24799850940934,0.5,57.24799850940934,0.0,2.2121876044039577,2.2121876044039577,1.0,0.8450980400142568,162,9,162,6,155,2,155,1,27.0,1.5,27.0,1.0,1,1,1,1,57.24799850940934,0.5,57.24799850940934,0.0,1,0,0.5,0.5,58,10,5,121,15,0,0,1,2,0,0,5,1,0,1,1,1,12,0,79,162,1,155,27.0,57.24799850940934,2,0,2,0.3333333333333333,0.7453559924999301,11938,0,11935,1989.666666666667,4447.68841334712,1,4,3,6,87.0,92.3,135.8,89.65
net.sourceforge.squirrel_sql.fw.sql.MetaDataDataSet,6038,1890,2786,10,28.285714285714285,49.66071428571429,1333,331,759,3,2,0,187.29853121666054,45.09621233925239,107.73550230370978,3570,1759,1811,25.94642857142857,25.94642857142857,32.339285714285715,762,311,451,2,2,0,106.27990575525995,42.29886001624003,65.48262495439815,32,67,607,215,177,77,56,1003,921,1107,529,39,21,40,13,2,2,2,1,0,0,0,0,32.432892844538344,30.035348010336772,36.01600675181715,14.131297133436457,6,0,1.375,1.6208738824649942,188,47,7,397,417,17,0,1893,198,368,98,136,31,36,31,10,80,132,8,10,6,7,8,1,188,38,100,15,2.1,8.0,79,7,49,4,1,1,21.609257275528925,1.9209372712298547,13.85640646055102,2.184691430817599,1.3424226808222062,1.9084850188786493,140,18,77,20.0,2.571428571428572,11.0,79,7,49,4,1,1,24.29579622662559,2.1285234893930487,15.62964216755183,1.8976270912904407,1.3617278360175928,1.7558748556724917,104,35,69,7.8,2.2,5.6,39,7,32,2,1,1,10.675204916066011,1.98997487421324,8.924124606929242,72,19,53,10.285714285714286,2.7142857142857144,7.571428571428571,39,7,32,2,1,1,11.924935288405258,2.1852940772540506,10.040733366174617,0,3,10,5,5,10,2,0,1.0,0.7745966692414834,9,2,0,1.2857142857142858,0.6998542122237652,27,23,29,10,12,8,12,1,2,2,2,1,1,1,1,1,3.1638584039112763,2.0024984394500787,3.2388269481403293,0.0,1.4471580313422192,1.4771212547196624,1.3802112417116061,1.0413926851582251,24,20,26,7,12,8,12,1,3.4285714285714284,2.8571428571428568,3.7142857142857135,1.0,1,1,1,1,3.539860483818248,2.166535841157586,3.574284572341943,0.0,4,0,0.9,1.2206555615733703,82,23,14,40,44,7,13,8,4,0,3,1,6,3,1,1,2,12,4,79,26,1,12,2.6,3.2,1,0,1,0.1,0.30000000000000004,22,0,20,2.2,5.946427498927402,2,9,3,10,65.7,68.2,8.6,66.95
net.sourceforge.squirrel_sql.fw.util.StringManager,3162,1040,1208,8,17.26086956521739,26.217391304347824,309,74,153,3,2,0,80.15355065385226,18.35925875008444,39.17514354096966,1893,1001,892,16.434782608695652,16.434782608695652,19.391304347826086,174,69,105,2,2,0,43.871504244647134,17.2307260614553,27.825917119046913,51,23,357,66,229,56,46,541,541,573,336,11,11,13,7,1,1,1,1,0,0,0,0,15.829207169720414,15.829207169720414,17.19576210595322,10.529102705393198,6,0,1.0869565217391304,1.411537659195472,108,30,6,264,135,15,1,826,115,158,49,60,21,12,16,4,29,49,5,7,0,7,6,1,75,14,36,13,1.6,6.6,29,3,15,3,1,1,10.248902380255164,0.8,5.571355310873646,1.8388490907372552,0.9542425094393248,1.5314789170422551,10,1,5,10.0,1.0,5.0,10,1,5,10,1,5,0.0,0.0,0.0,1.5910646070264989,1.0,1.4771212547196624,44,15,29,7.6,1.8,5.8,17,3,14,2,1,1,5.748043145279965,0.9797958971132712,4.874423042781576,6,1,5,6.0,1.0,5.0,6,1,5,6,1,5,0.0,0.0,0.0,1,2,4,3,0,8,2,1,1.6,0.4898979485566356,2,2,2,2.0,0.0,14,14,14,5,6,6,6,1,2,2,2,1,1,1,1,1,1.939071942966532,1.939071942966532,1.939071942966532,0.0,1.1760912590556811,1.1760912590556811,1.1760912590556811,0.7781512503836436,2,2,2,1,2,2,2,1,2.0,2.0,2.0,1.0,2,2,2,1,0.0,0.0,0.0,0.0,3,0,1.0,1.095445115010332,60,15,1,555,24,1,1,3,1,1,0,0,4,4,1,0,1,12,0,79,26,1,14,5.2,5.1146847410177685,2,0,1,0.4,0.4898979485566357,2,0,1,0.4,0.4898979485566357,1,2,420,5,17.6,6.2,3.0,11.9
net.sourceforge.squirrel_sql.fw.util.log.LoggerController,303,92,96,10,10.571428571428571,13.714285714285715,118,16,45,7,5,0,36.57812438703589,3.7361990944634345,15.125326780075913,180,105,75,12.428571428571427,12.428571428571427,10.714285714285714,58,27,31,5,5,0,17.480017746219918,6.86309265683675,11.106166700329606,5,3,47,8,41,8,7,49,49,49,31,3,3,3,1,1,1,1,1,0,0,0,0,4.403152859263555,4.403152859263555,4.403152859263555,4.1354613788943215,2,0,0.5714285714285714,0.7284313590846836,8,0,0,44,2,3,0,386,67,80,33,32,12,7,14,6,16,21,1,4,0,0,3,0,35,10,14,6,1.4,2.4,9,2,4,4,1,1,2.3151673805580453,0.4898979485566356,1.3564659966250536,1.505149978319906,0.9030899869919436,1.1139433523068367,31,7,12,6.2,1.4,2.4,9,2,4,4,1,1,2.3151673805580453,0.4898979485566356,1.3564659966250536,1.3424226808222062,1.0,1.1139433523068367,24,12,12,4.2,1.8,2.4,7,3,4,2,1,1,2.3151673805580453,0.9797958971132712,1.3564659966250536,21,9,12,4.2,1.8,2.4,7,3,4,2,1,1,2.3151673805580453,0.9797958971132712,1.3564659966250536,5,2,0,0,5,4,1,0,0.8,0.4,4,1,0,0.8,0.4,8,8,8,5,2,2,2,1,1,1,1,1,1,1,1,1,0.4898979485566356,0.4898979485566356,0.4898979485566356,0.0,0.9542425094393248,0.9542425094393248,0.9542425094393248,0.7781512503836436,8,8,8,5,2,2,2,1,1.6,1.6,1.6,1.0,1,1,1,1,0.4898979485566356,0.4898979485566356,0.4898979485566356,0.0,1,0,0.4,0.4898979485566357,19,6,0,20,12,1,0,2,2,0,0,0,5,0,1,0,1,12,0,79,7,1,2,1.4,0.4898979485566356,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,4,176,5,100.0,100.0,7.8,100.0
com.eteks.sweethome3d.j3d.OBJMaterial,8995,2414,6362,23,134.0,454.4285714285714,1623,288,1406,13,2,8,470.473041366943,89.68834929911465,385.53908719493285,5983,2373,3610,131.07142857142858,131.07142857142858,257.85714285714283,827,282,545,9,2,7,273.84679352975934,88.55786186420254,186.9307958817369,13,33,313,142,138,60,14,1602,1591,1899,443,98,98,108,26,5,5,5,1,4,4,4,2,72.86470548984913,71.90714675956794,84.80460735462093,17.214878472307802,9,1,4.642857142857143,2.4959150299508783,2,151,2,171,63,0,1,546,76,70,29,74,17,7,6,1,21,28,7,3,0,3,4,0,53,16,24,4,1.1,2.4,8,2,6,3,1,1,2.1,0.3,1.8000000000000005,1.6812412373755872,1.0791812460476249,1.3979400086720375,17,5,9,4.25,1.25,2.25,8,2,6,3,1,1,2.165063509461097,0.4330127018922193,2.165063509461097,1.505149978319906,1.0791812460476249,1.3222192947339193,35,15,20,3.1,1.1,2.0,7,2,5,2,1,1,1.57797338380595,0.3,1.3416407864998738,13,5,8,3.25,1.25,2.0,7,2,5,2,1,1,2.165063509461097,0.4330127018922193,1.7320508075688772,0,0,10,3,4,4,1,0,0.4,0.4898979485566356,1,1,0,0.25,0.4330127018922193,13,13,13,10,2,2,2,1,1,1,1,1,1,1,1,1,0.458257569495584,0.458257569495584,0.458257569495584,0.0,1.146128035678238,1.146128035678238,1.146128035678238,1.0413926851582251,4,4,4,4,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,1,0,0.3,0.458257569495584,60,4,0,32,17,1,0,3,0,0,0,0,10,6,2,0,1,12,0,30,13,1,2,1.3,0.458257569495584,0,0,0,0.0,0.0,3,0,1,0.3,0.458257569495584,0,0,4,10,100.0,100.0,19.0,100.0
com.eteks.sweethome3d.j3d.Object3DBranchFactory,8995,2414,6362,23,134.0,454.4285714285714,1623,288,1406,13,2,8,470.473041366943,89.68834929911465,385.53908719493285,5983,2373,3610,131.07142857142858,131.07142857142858,257.85714285714283,827,282,545,9,2,7,273.84679352975934,88.55786186420254,186.9307958817369,13,33,313,142,138,60,14,1602,1591,1899,443,98,98,108,26,5,5,5,1,4,4,4,2,72.86470548984913,71.90714675956794,84.80460735462093,17.214878472307802,9,1,4.642857142857143,2.4959150299508783,2,151,2,171,63,0,1,288,54,67,23,33,14,0,1,1,4,28,3,3,0,1,4,0,13,2,8,11,1.0,8.0,11,1,8,11,1,8,0.0,0.0,0.0,1.0791812460476249,0.3010299956639812,0.9542425094393248,11,1,8,11.0,1.0,8.0,11,1,8,11,1,8,0.0,0.0,0.0,0.9542425094393248,0.3010299956639812,0.9030899869919436,9,2,7,8.0,1.0,7.0,8,1,7,8,1,7,0.0,0.0,0.0,8,1,7,8.0,1.0,7.0,8,1,7,8,1,7,0.0,0.0,0.0,0,0,1,0,1,3,3,3,3.0,0.0,3,3,3,3.0,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.6989700043360189,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4,4,4,4,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0,9,0,4,6,0,0,0,0,0,0,0,1,0,1,1,2,12,1,30,4,4,4,4.0,0.0,1,1,1,1.0,0.0,3,3,3,3.0,0.0,0,9,2,1,100.0,100.0,5.0,100.0
com.eteks.sweethome3d.j3d.TextureManager,8995,2414,6362,23,134.0,454.4285714285714,1623,288,1406,13,2,8,470.473041366943,89.68834929911465,385.53908719493285,5983,2373,3610,131.07142857142858,131.07142857142858,257.85714285714283,827,282,545,9,2,7,273.84679352975934,88.55786186420254,186.9307958817369,13,33,313,142,138,60,14,1602,1591,1899,443,98,98,108,26,5,5,5,1,4,4,4,2,72.86470548984913,71.90714675956794,84.80460735462093,17.214878472307802,9,1,4.642857142857143,2.4959150299508783,2,151,2,171,63,0,1,2809,238,540,134,239,26,40,54,9,107,199,15,29,1,3,14,0,230,56,136,14,2.363636363636364,9.363636363636363,49,7,34,3,1,1,12.564544106136177,1.9666643320712667,8.967342033205597,2.2013971243204518,1.4313637641589874,2.0170333392987803,125,20,80,15.625,2.5,10.0,49,7,34,3,1,1,14.36956418963359,2.1213203435596424,10.23474474522936,2.0569048513364727,1.4771212547196624,1.9294189257142929,166,56,110,10.272727272727273,2.636363636363636,7.636363636363638,32,8,24,2,1,1,8.225137844558198,2.1007672742347894,6.22710683256135,86,22,64,10.75,2.75,8.0,32,8,24,2,1,1,9.35080210463252,2.331844763272204,7.088723439378913,1,1,10,6,7,12,3,0,1.0909090909090908,0.8999540851465151,10,3,0,1.25,0.9682458365518544,31,31,31,16,7,7,7,4,2,2,2,1,1,1,1,1,1.898237547074645,1.898237547074645,1.898237547074645,0.9875254992000196,1.505149978319906,1.505149978319906,1.505149978319906,1.230448921378274,24,24,24,13,7,7,7,4,3.0,3.0,3.0,1.625,1,1,1,1,2.0615528128088303,2.0615528128088303,2.0615528128088303,1.1110243021644486,3,0,1.181818181818182,1.1134044285378082,76,21,0,67,65,7,0,7,0,0,4,0,7,3,1,0,1,12,0,30,43,1,14,3.9090909090909087,3.8719162616448832,4,0,1,0.3636363636363637,0.4810456929208346,13,0,5,1.181818181818182,1.6958871005616027,1,4,13,11,75.0,57.0,18.2,66.0
com.eteks.sweethome3d.model.ObserverCamera,7660,2552,4200,6,46.89795918367346,85.71428571428571,896,195,785,3,2,0,221.9141670617055,56.87338063106938,152.77434339574168,5483,2283,3200,41.408163265306115,41.408163265306115,65.3061224489796,831,198,706,2,2,0,170.08353289858871,54.00866081995722,123.70491618786308,22,44,1006,569,303,101,49,1510,1496,1651,1013,21,21,42,11,1,1,1,1,0,0,0,0,41.71713117816161,40.802936579197905,47.76558405806594,23.365733836131874,6,0,1.1428571428571428,1.3997084244475304,8,75,6,939,539,10,2,1986,197,341,103,186,25,36,26,8,77,108,14,8,0,1,8,8,146,52,88,6,2.1,4.3,13,6,10,3,1,1,3.3596874854664684,1.640121946685673,3.0347981810987035,2.133538908370217,1.6334684555795864,1.9395192526186185,38,11,18,4.2222222222222205,1.2222222222222223,2.0,7,3,4,3,1,1,1.314684396244359,0.628539361054709,0.9428090415820634,2.0043213737826417,1.6127838567197357,1.7853298350107671,107,47,60,5.0,2.0,3.0,11,5,7,2,1,1,2.8106938645110398,1.4491376746189442,1.5491933384829668,26,10,16,2.888888888888889,1.1111111111111112,1.7777777777777777,4,2,3,2,1,1,0.7370277311900889,0.3142696805273545,0.6285393610547089,0,1,20,4,8,23,6,0,1.15,1.5256146302392355,18,6,0,2.0,1.8856180831641267,28,28,28,20,2,2,2,1,1,1,1,1,1,1,1,1,0.4898979485566357,0.4898979485566357,0.4898979485566357,0.0,1.4623979978989559,1.4623979978989559,1.4623979978989559,1.3222192947339193,10,10,10,9,2,2,2,1,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.0,1,1,1,1,0.3142696805273545,0.3142696805273545,0.3142696805273545,0.0,1,0,0.4,0.4898979485566357,72,18,0,88,86,6,0,3,1,0,3,0,17,11,2,0,2,40,12,30,28,1,2,1.4,0.4898979485566357,0,0,0,0.0,0.0,4,0,1,0.2,0.4000000000000001,1,3,16,20,96.8,96.4,30.4,96.6
com.eteks.sweethome3d.swing.FurnitureTable,27227,7582,18275,14,104.94230769230772,351.4230769230768,4183,980,3077,8,3,2,720.8384938705493,160.62850277073142,539.3056913274927,18324,7678,10646,106.78846153846152,106.78846153846152,204.73076923076923,2901,922,1979,5,3,2,488.7589657011464,156.84722313552587,332.6077104537032,32,96,1974,815,503,838,52,4318,4186,4880,2269,33,31,46,13,2,2,2,1,1,1,1,1,80.29031089532934,79.05603164245758,96.59677215379686,26.225601509902745,8,0,2.230769230769231,1.475640468711606,4,477,78,1447,208,0,1,13420,714,2722,474,1015,34,156,298,16,463,713,120,91,10,17,66,20,1113,222,813,26,5.9375,19.25,80,15,68,3,1,1,20.259160736565573,4.307968633822673,16.820746119004355,2.6211762817750355,1.9822712330395684,2.4899584794248346,329,81,236,25.30769230769231,6.230769230769233,18.15384615384616,47,15,37,3,1,1,14.349401570929256,4.370422372720552,10.882916420816855,2.4487063199050803,2.0253058652647704,2.24551266781415,661,248,413,17.5,6.5625,10.9375,49,14,37,2,1,1,13.205112646244256,4.372767287427951,9.542462666942953,225,89,136,17.307692307692307,6.8461538461538485,10.461538461538463,33,14,21,2,1,1,10.291031310990505,4.239850393698667,6.663510100833143,0,0,16,2,11,24,5,0,1.5,1.274754878398196,23,5,0,1.7692307692307692,1.2498520622516862,69,51,72,31,31,13,31,13,4,3,4,1,1,1,1,1,7.234628100324162,3.358175658002422,7.390872749547241,2.946793808531571,1.845098040014257,1.863322860120456,1.7160033436347992,1.505149978319906,36,36,39,16,9,9,12,4,2.769230769230769,2.769230769230769,3.0,1.2307692307692308,1,1,1,1,2.3584168795009064,2.3584168795009064,3.0127932350101747,0.7994080650317895,5,0,1.0,1.5,90,45,0,77,134,21,0,1,0,0,10,0,6,3,1,0,3,887,1,30,186,1,90,11.625,25.19145440422208,8,0,2,0.5,0.7071067811865476,40,0,34,2.5,8.223442101699263,2,18,10,16,6.2,7.6,2.6,6.9
com.eteks.sweethome3d.swing.HomeComponent3D,27227,7582,18275,14,104.94230769230772,351.4230769230768,4183,980,3077,8,3,2,720.8384938705493,160.62850277073142,539.3056913274927,18324,7678,10646,106.78846153846152,106.78846153846152,204.73076923076923,2901,922,1979,5,3,2,488.7589657011464,156.84722313552587,332.6077104537032,32,96,1974,815,503,838,52,4318,4186,4880,2269,33,31,46,13,2,2,2,1,1,1,1,1,80.29031089532934,79.05603164245758,96.59677215379686,26.225601509902745,8,0,2.230769230769231,1.475640468711606,4,477,78,1447,208,0,1,23569,1235,4848,863,1597,34,280,559,22,818,1752,44,200,12,14,218,4,1698,349,1205,28,5.2075471698113205,20.69811320754717,155,22,116,3,1,1,27.719723203303857,5.033317262290282,21.800627397636532,3.1758016328482794,2.4424797690644486,3.040602340114073,1399,259,1026,29.14583333333333,5.395833333333332,21.375,155,22,116,3,1,1,28.7930761232434,5.187081643103587,22.647318641876048,3.0232524596337123,2.5078558716958312,2.8656960599160706,1176,390,786,19.88679245283019,6.056603773584905,13.830188679245285,101,33,68,2,1,1,19.48357835616183,6.551436812997798,13.411816599279234,980,298,682,20.416666666666668,6.208333333333332,14.208333333333336,101,33,68,2,1,1,20.25857157408247,6.800607611742415,13.949250776375846,0,0,53,32,42,103,6,0,1.9433962264150944,1.5346942949179438,98,6,0,2.0416666666666665,1.5673535728170025,158,156,167,67,13,13,15,4,2,2,3,1,1,1,1,1,2.573380172236111,2.498415304084546,2.8773430250125664,0.8276117811117476,2.2013971243204518,2.225309281725864,2.1958996524092336,1.8325089127062364,137,137,146,62,13,13,15,4,2.8541666666666665,2.8541666666666665,3.0416666666666665,1.2916666666666667,1,1,1,1,2.5412397182390243,2.5412397182390243,2.886450627019666,0.8650224788344456,5,0,0.981132075471698,1.3527130814290511,95,91,0,367,434,65,0,31,1,2,43,0,8,5,1,0,3,687,2,30,304,1,91,5.735849056603772,13.138092310610466,21,0,2,0.3962264150943397,0.5609837263139058,42,0,5,0.7924528301886793,1.483983554885712,6,35,30,53,4.9,2.0,5.0,3.45
